Pl.	Dos	Nom	Club	Sx	Cat	Par cat.	5km	10km	12km	15km	Temps
9714.	11341	FRMYLNE EMILIE		Femme	SEF	1518	0:31:10	1:00:53	1:16:57	1:32:45	2:11:47
9715.	10333	FRBAHLI HAYATTE		Femme	M0F	241	0:32:22	1:03:09	1:19:43	1:35:29	2:11:47
9716.	12015	FRPERIS LAETITIA		Femme	M1F	200	0:31:13	1:01:30	1:17:26	1:32:44	2:11:48
9717.	571	FRFERRAN RENAUD		Homme	M3H	588	0:31:15	1:00:43	1:16:38	1:33:12	2:11:48
9718.	6400	FRHORTEUR NICOLAS		Homme	SEH	3465	0:32:03	1:02:26	1:18:40	1:34:08	2:11:48
9719.	9765	ITAMPRINO ROBERTA		Femme	M1F	201	0:31:32	1:00:53	1:16:48	1:32:26	2:11:49
9720.	11290	FRBRAHAMI MORGANE		Femme	M0F	242	0:33:07	1:04:57	1:21:09	1:36:17	2:11:49
9721.	9415	FRRAGOUCY ADÈLE		Femme	SEF	1519	0:32:05	1:02:27	1:18:41	1:34:11	2:11:49
9722.	9406	FRVENTOS IRIS		Femme	SEF	1520	0:29:12	0:58:24	1:14:21	1:30:58	2:11:50
9723.	4225	FRGIBIER MARCEL		Homme	SEH	3466	0:30:59	1:00:58	1:17:26	1:33:12	2:11:50
9724.	563	NLDE KRUIJF BOB		Homme	M4H	322	0:31:45	1:00:27	1:16:55	1:32:11	2:11:50
9725.	582	FRDE BERNARDI CÉSAR		Homme	SEH	3467	0:30:27	0:58:29	1:13:53	1:28:43	2:11:50
9726.	12286	FRORTEGA AMÉLIE		Femme	SEF	1521	0:30:59	1:00:58	1:17:24	1:33:09	2:11:51
9727.	9011	FRSÉLÉGNY ROMANE		Femme	SEF	1522	0:31:46	1:01:34	1:17:48	1:32:59	2:11:51
9728.	522	FRFLAMMANG BENOIT		Homme	M3H	589	0:30:17	0:59:51	1:16:28	1:32:17	2:11:52
9729.	634	FRLALLEMAND DOMINIQUE		Homme	M4H	323	0:31:48	1:01:39	1:17:22	1:32:45	2:11:54
9730.	2047	FRSABATINO ANTOINE		Homme	M0H	1018	0:32:22	1:03:20	1:19:42	1:35:07	2:11:55
9731.	4634	FRMEDJADI RABIE		Homme	M2H	631	0:25:52	1:02:01	1:17:26	1:33:32	2:11:57
9732.	8598	FRPETIT AURÉLIEN		Homme	ESH	218	0:34:20	1:06:32	1:22:02	1:36:23	2:11:57
9733.	10915	FRBANREZES JEANNE		Femme	SEF	1523	0:31:49	1:01:33	1:17:20	1:32:27	2:11:57
9734.	9136	FRROCHÉ LAURE		Femme	ESF	54	0:31:52	1:01:40	1:17:55	1:33:12	2:11:57
9735.	9371	FRDUBOIS MARIE-CAROLINE	LE CHESNAY-ROCQUENCOURT 78 ATHLETISME	Femme	M5F	26	0:29:59	1:00:01	1:16:30	1:32:19	2:12:00
9736.	7821	FRPICHON THOMAS		Homme	SEH	3468	0:33:40	1:03:33	1:19:40	1:34:48	2:12:00
9737.	11824	FRCABY MARINE		Femme	SEF	1524	0:33:40	1:03:36	1:19:41	1:34:51	2:12:01
9738.	9360	BEJENICOT JULIETTE		Femme	SEF	1525	0:33:08	1:04:19	1:20:41	1:35:31	2:12:01
9739.	10573	FRQUÉREL MARIE		Femme	SEF	1526	0:29:30	0:59:20	1:15:39	1:31:38	2:12:02
9740.	10216	FRDEROUET JUDITH		Femme	SEF	1527	0:31:47	1:02:32	1:19:00	1:34:28	2:12:03
9741.	11711	FRDUPONT LEA		Femme	SEF	1528	0:31:50	1:01:56	1:18:14	1:34:12	2:12:04
9742.	12202	FRDIGONNET CLARA		Femme	SEF	1529	0:32:00	1:02:23	1:18:29	1:33:40	2:12:04
9743.	9771	SNSECK FATOU		Femme	M0F	243	0:28:36	0:56:46	1:12:49	1:28:23	2:12:05
9744.	10559	FRNICAISE ALIX		Femme	SEF	1530	0:30:29	0:59:48	1:15:48	1:32:42	2:12:05
9745.	1446	FRODIN OLIVIER		Homme	M1H	758	0:33:08	1:04:59	1:21:10	1:36:18	2:12:06
9746.	9907	CADAVIS ISABEL		Femme	SEF	1531	0:31:18	1:01:51	1:18:15	1:33:52	2:12:06
9747.	9018	FRDEBOURBE MARGAUX		Femme	SEF	1532	0:31:59	1:02:22	1:18:27	1:33:42	2:12:06
9748.	1180	FRVERY HUGO		Homme	SEH	3469	0:28:43	0:57:00	1:13:11	1:29:57	2:12:07
9749.	10223	FRVANHUFFEL ESTHER		Femme	SEF	1533	0:30:11	1:00:28	1:16:51	1:33:01	2:12:07
9750.	7493	FRANNEROSE VICTOR		Homme	M6H	52	0:30:25	0:59:39	1:16:26	1:31:58	2:12:08
9751.	12247	FRCORNIL ELISE		Femme	ESF	55	0:31:38	1:02:29	1:19:01	1:34:41	2:12:08
9752.	11878	FRBOUDOL ADELE		Femme	SEF	1534	0:32:26	1:02:37	1:18:20	1:33:51	2:12:08
9753.	990	FRSÉVILLIA NICOLAS		Homme	M1H	759	0:31:19	1:01:25	1:18:07	1:33:19	2:12:10
9754.	8826	FRFALLET LOUIS		Homme	SEH	3470	0:31:50	1:01:21	1:17:34	1:33:10	2:12:11
9755.	10646	MAEDDEKKAKI AICHA		Femme	SEF	1535	0:29:37	0:59:41	1:17:10	1:33:07	2:12:11
9756.	10317	FRMAGDA VICTORIA		Femme	M1F	202	0:30:08	0:59:37	1:15:47	1:31:23	2:12:12
9757.	9209	FRFOURNIER-FAVRE MAUD		Femme	M3F	111	0:31:21	1:01:31	1:17:58	1:33:29	2:12:12
9758.	1450	FRDE MAIO LUDOVIC		Homme	SEH	3471	0:31:52	1:01:23	1:17:35	1:33:13	2:12:12
9759.	7015	FRHEBILI ABDELKADER		Homme	M4H	324	0:30:19	0:58:56	1:15:58	1:31:41	2:12:13
9760.	10306	FRTRIPODI SEVERINE		Femme	M3F	112	0:31:43	1:01:25	1:17:25	1:32:35	2:12:14
9761.	6291	FRDEMEULLE FRANCK		Homme	M3H	590	0:32:16	1:03:40	1:21:27	1:37:06	2:12:14
9762.	4102	FRBARNET JACQUES		Homme	M4H	325	0:31:48	1:01:03	1:18:13	1:33:17	2:12:15
9763.	8593	FRATTAL GUILLAUME		Homme	M0H	1019	0:28:39	0:58:33	1:14:51	1:31:11	2:12:18
9764.	9973	FRCLAVREUL SARAH		Femme	SEF	1536	0:29:12	0:58:57	1:15:07	1:31:11	2:12:21
9765.	9046	FRCOUTANT CORALIE		Femme	M1F	203	0:30:28	0:58:44	1:14:07	1:30:21	2:12:22
9766.	10240	COLLANGE SÉVERINE		Femme	M1F	204	0:31:03	1:01:25	1:17:47	1:33:22	2:12:22
9767.	8015	FRPLISSON VALENTIN		Homme	SEH	3472		1:10:46	1:25:06	1:38:56	2:12:24
9768.	10153	FRDRUEZ CATHERINE		Femme	M5F	27	0:32:24	1:02:55	1:19:30	1:34:52	2:12:24
9769.	4560	PTFONTOURA JOÃO		Homme	M1H	760	0:33:09	1:04:15	1:20:22	1:35:52	2:12:24
9770.	3817	FRNATAF ELIE		Homme	M6H	53	0:30:30	1:00:31	1:17:00	1:33:10	2:12:25
9771.	654	SEARNOLDSSON JENS		Homme	M0H	1020	0:33:06	1:03:48	1:20:15	1:35:26	2:12:26
9772.	7517	FRDELIEF NICOLAS		Homme	M0H	1021	0:32:35	1:03:16	1:19:48	1:35:42	2:12:27
9773.	11293	FRVACHON MARIE-LAURE		Femme	M4F	67	0:31:59	1:02:50	1:19:10	1:34:38	2:12:28
9774.	12035	FRARRIVET DOMITILLE		Femme	M4F	68	0:32:28	1:03:00	1:19:30	1:34:55	2:12:28
9775.	2034	POINTEAUX FRÉDÉRIC		Homme	M4H	326	0:31:36	1:00:40	1:16:16	1:31:32	2:12:32
9776.	10612	FRBIERLAIRE EMMA		Femme	SEF	1537	0:32:49	1:04:09	1:20:54	1:36:17	2:12:32
9777.	9401	FRBOUDOU CAMILLE		Femme	SEF	1538	0:32:53	1:03:33	1:19:59	1:35:22	2:12:34
9778.	432	HUET GUILLAUME		Homme	M2H	632	0:29:27	0:58:27	1:14:59	1:30:28	2:12:35
9779.	5262	FRVÉDIE PASCAL	XVe ATHLETIC CLUB	Homme	M6H	54	0:30:54	1:00:50	1:17:14	1:33:11	2:12:35
9780.	621	FRLALIC DANIEL		Homme	M3H	591	0:33:20	1:03:25	1:19:23	1:34:34	2:12:35
9781.	5165	FRFRANCOIS JULIEN		Homme	M2H	633	0:33:19	1:03:31		1:34:32	2:12:35
9782.	2837	FRLOISON GUILLAUME		Homme	M0H	1022	0:29:14	0:57:30	1:13:48	1:30:00	2:12:36
9783.	9426	FRHENNEMAN FIONA		Femme	SEF	1539	0:31:16	1:01:27	1:17:47	1:33:44	2:12:36
9784.	10418	FRVANDERMARLIERE JUSTINE		Femme	SEF	1540	0:30:18	0:58:59	1:14:41	1:33:02	2:12:38
9785.	10089	FRJULLIEN CLEMENTINE		Femme	SEF	1541	0:33:19	1:04:12	1:20:09	1:35:21	2:12:38
9786.	1800	FRN'DOUMBE ANTOINE		Homme	ESH	219	0:29:14	0:56:23	1:12:44	1:28:28	2:12:39
9787.	7394	FRRAKOTONINDRIANA MAHEFA H. JULIO		Homme	M1H	761		1:08:57	1:24:08	1:38:10	2:12:40
9788.	9015	FRPETRUCCI CLAIRE		Femme	SEF	1542	0:29:59	0:58:52	1:17:43	1:33:21	2:12:41
9789.	9425	FRBENICHOU CLARA		Femme	SEF	1543	0:30:10	1:00:03	1:16:35	1:32:00	2:12:43
9790.	11359	FRSERGEEVA DARIA		Femme	M0F	244	0:28:31	0:56:56	1:13:19	1:30:55	2:12:47
9791.	3559	FRNOUET GUILLAUME		Homme	SEH	3473	0:27:57	0:56:50	1:13:08	1:29:20	2:12:50
9792.	3528	FRCARREAU JEFF		Homme	SEH	3474	0:31:58	1:03:07	1:20:15	1:35:36	2:12:50
9793.	9084	FRMALJETTE HORTENSE		Femme	SEF	1544	0:33:03	1:02:56	1:19:27	1:34:38	2:12:51
9794.	9167	FRD'HERLINCOURT PAULINE		Femme	SEF	1545	0:32:06	1:02:40	1:19:06	1:35:02	2:12:52
9795.	3939	FRLE GOFF SALOMÉ		Femme	SEF	1546	0:32:47	1:02:07	1:18:34	1:34:38	2:12:53
9796.	11076	FRLECLERE CLAIRE		Femme	M3F	113	0:32:45	1:03:10	1:19:04	1:34:13	2:12:54
9797.	11078	FRYURTTAS DIDEM		Femme	M3F	114	0:32:47	1:03:10	1:19:06	1:34:17	2:12:54
9798.	12500	FRCANNESSON CÉCILE		Femme	SEF	1547	0:31:08	1:01:43	1:18:33	1:34:27	2:12:56
9799.	9761	FRSTYM-POPPER JULIETTE		Femme	SEF	1548	0:30:10	0:59:05	1:15:37	1:31:53	2:12:57
9800.	2872	FRDUBOIS ALEXANDRE		Homme	SEH	3475	0:31:04	1:01:44	1:18:34	1:34:28	2:12:57
9801.	11272	FRVAN DER GRAAF INEZ		Femme	SEF	1549	0:32:35	1:03:54	1:20:44	1:36:17	2:12:57
9802.	10567	FRPLACKTOR LENA		Femme	SEF	1550	0:32:15	1:02:46	1:19:06	1:34:39	2:12:57
9803.	2293	FRGARRIGUES OLIVIER		Homme	M2H	634	0:29:50	0:57:47	1:13:39	1:29:39	2:12:58
9804.	12319	FRGRIMAUD CLÉMENTINE		Femme	SEF	1551	0:28:04	0:58:37	1:18:04		2:13:01
9805.	11941	FRDESMAZIERES MATHILDE		Femme	SEF	1552	0:30:37	1:00:22	1:16:30	1:33:01	2:13:01
9806.	8978	FRRABOLIN MATHILDE		Femme	M2F	160	0:30:55	1:00:38	1:16:50	1:32:53	2:13:01
9807.	9848	FRLANCHOU EUGÉNIE		Femme	SEF	1553	0:32:19	1:02:48	1:19:22	1:34:40	2:13:01
9808.	7397	FRGUEZ GEOFFREY		Homme	M0H	1023	0:27:53	0:54:41	1:09:43	1:25:54	2:13:02
9809.	12007	FRDEVAUX EMILIE		Femme	M1F	205	0:32:26	1:03:19	1:19:31	1:34:56	2:13:02
9810.	6119	FRPATUREL EMERIC		Homme	ESH	220	0:33:42	1:04:17	1:20:38	1:35:42	2:13:02
9811.	452	FRLAGIER OLIVIER		Homme	M2H	635	0:31:22	1:00:35	1:16:48	1:32:51	2:13:02
9812.	1213	FRTRAN THIERRY		Homme	SEH	3476	0:31:48	1:02:48	1:18:44	1:33:59	2:13:07
9813.	9763	FRDENIS DÉBORAH		Femme	SEF	1554	0:31:19	1:02:10	1:18:57	1:35:03	2:13:08
9814.	10453	FRGUILLET SANDRA		Femme	M0F	245	0:32:39	1:03:42	1:20:05	1:35:27	2:13:09
9815.	4769	FRGODET MATTHIEU		Homme	SEH	3477	0:32:11	1:02:38	1:18:38	1:34:07	2:13:13
9816.	6001	FRFOUACHE JACQUES		Homme	M6H	55	0:32:49	1:02:44	1:18:20	1:33:18	2:13:14
9817.	10952	FRDUBOULOZ AUDREY		Femme	M2F	161	0:29:58	0:59:30	1:15:56	1:31:48	2:13:14
9818.	11834	FRLEFÈVRE MARGAUX		Femme	SEF	1555	0:30:47	0:59:56	1:16:20	1:31:52	2:13:15
9819.	11728	FRLING ISABELLE		Femme	M2F	162	0:29:46	0:58:34	1:15:01	1:31:23	2:13:16
9820.	11718	ESDELGADO MARTA		Femme	SEF	1556	0:31:28	1:02:08	1:18:34	1:34:52	2:13:17
9821.	5229	FRPIERRE FREDERIC		Homme	M2H	636	0:32:18	1:03:11	1:19:03		2:13:17
9822.	12275	FRIYEYEMI SHADE		Femme	SEF	1557	0:32:39	1:03:00	1:19:04	1:34:23	2:13:17
9823.	1943	FRLEPEUPLE ALEXANDRE		Homme	M0H	1024	0:30:17	1:02:01	1:18:30	1:34:11	2:13:19
9824.	7968	FRD’ARNAUDY DAMIEN		Homme	M3H	592	0:31:11	1:01:19	1:18:38	1:34:44	2:13:19
9825.	7219	FRREMOND BRUNO		Homme	M5H	173	0:31:59	1:02:50	1:19:19	1:34:33	2:13:19
9826.	1979	HÉRAULT LOUIS		Homme	M0H	1025	0:32:28	1:03:10	1:19:36	1:34:59	2:13:19
9827.	5314	FRPREVOT XAVIER	XVe ATHLETIC CLUB	Homme	M5H	174	0:31:24	1:01:09	1:18:18	1:33:18	2:13:22
9828.	3882	JPKAZAOKA TAKAAKI		Homme	M2H	637	0:28:10	0:59:27	1:16:41	1:33:02	2:13:22
9829.	7130	FRMAILLARD DAVID		Homme	M5H	175	0:31:03	1:00:22	1:16:10	1:31:12	2:13:22
9830.	6120	FRPATUREL STEPHANE		Homme	M4H	327	0:33:46	1:04:19	1:20:38	1:35:42	2:13:22
9831.	11503	FRNDIAYE SOUKEYNA		Femme	SEF	1558	0:33:14	1:02:58	1:20:12	1:35:29	2:13:23
9832.	10876	FRSTEIMES STÉPHANIE		Femme	M3F	115	0:34:54	1:06:21	1:22:38	1:37:44	2:13:24
9833.	10015	FRBOULET ADÉLAÏDE		Femme	SEF	1559	0:34:13	1:05:02	1:20:56	1:36:10	2:13:27
9834.	10549	ATÖTTL ALEXANDRA		Femme	SEF	1560	0:31:02	1:00:48	1:18:08	1:34:51	2:13:28
9835.	2475	FRARINLOYE EMMANUEL		Homme	ESH	221	0:35:27	1:08:56	1:24:58	1:41:09	2:13:29
9836.	9630	FRBALET AUDREY		Femme	SEF	1561	0:28:19	0:58:07	1:15:53	1:32:25	2:13:31
9837.	9800	ITARTICO GAIA		Femme	M2F	163	0:31:10	1:00:40	1:16:42	1:32:18	2:13:31
9838.	3402	FRGALIEZ JEAN-BAPTISTE		Homme	M1H	762	0:31:15	1:01:09	1:17:22	1:33:05	2:13:31
9839.	9935	FRCOSTIOU ANGÈLE		Femme	SEF	1562	0:31:51	1:02:19	1:18:50	1:34:32	2:13:31
9840.	9792	VAN FERNEIJ JULIE		Femme	SEF	1563	0:32:02	1:01:42	1:17:58	1:33:41	2:13:32
9841.	830	FRTONYE CHRISTIAN		Homme	M0H	1026	0:31:47	1:01:08	1:16:43	1:31:38	2:13:32
9842.	632	FRSTUDER ARNAUD		Homme	M1H	763	0:33:04	1:04:13	1:20:35	1:35:58	2:13:33
9843.	6280	FRMARREC YOANN		Homme	M1H	764	0:29:53	0:59:24	1:16:30	1:32:46	2:13:34
9844.	11829	FRDIVISIA ANNE		Femme	M4F	69	0:32:54	1:03:57	1:20:18	1:35:45	2:13:35
9845.	10920	FRDUGAS MARIANNE		Femme	SEF	1564	0:31:38	1:02:33	1:19:06	1:34:30	2:13:35
9846.	11828	FRDIVISIA MATHILDE		Femme	M4F	70	0:32:55	1:03:56	1:20:18	1:35:43	2:13:36
9847.	9619	FRLY SYLVIE		Femme	M0F	246	0:31:31	1:01:12	1:17:45	1:33:54	2:13:38
9848.	9170	FRCAILLEUX MARIE		Femme	SEF	1565	0:31:37	1:01:45	1:18:42	1:34:35	2:13:39
9849.	9411	FRSERALY JULIA		Femme	SEF	1566	0:32:39	1:03:05	1:19:18	1:35:07	2:13:40
9850.	4994	FRLE DAUPHIN TANGI		Homme	M2H	638	0:30:45	1:01:49	1:18:40	1:34:28	2:13:40
9851.	10056	BELEPOETRE VANESSA		Femme	M1F	206	0:32:10	1:02:42	1:19:48	1:35:38	2:13:40
9852.	9412	FRLOISEAU MARINE		Femme	SEF	1567	0:32:40	1:03:06	1:19:19	1:35:08	2:13:41
9853.	11289	FRBERNARD CHRISTIANE		Femme	M5F	28	0:32:50	1:03:53	1:20:32	1:36:26	2:13:41
9854.	9031	FRBOURGUET FLORE		Femme	M2F	164	0:35:20	1:05:53	1:21:38	1:36:47	2:13:42
9855.	5422	BRROCHA MARCELO		Homme	M4H	328	0:32:00	1:02:41	1:18:58	1:34:27	2:13:43
9856.	11294	FRCOURTIGNON LESLIE		Femme	SEF	1568	0:33:44	1:04:44	1:20:54	1:36:13	2:13:43
9857.	9768	FREVENARD JOY		Femme	SEF	1569	0:33:29	1:05:16	1:21:56	1:37:29	2:13:44
9858.	11038	FRWYPOR NELLY	RUNNING VINCENNES ASSOCIATION	Femme	M1F	207	0:30:39	1:01:03	1:18:10	1:34:08	2:13:45
9859.	10875	FRHENRY CORINNE		Femme	M4F	71	0:31:52	1:02:39	1:19:24	1:34:54	2:13:45
9860.	9243	FRSIMON VANESSA	RUNNING 92	Femme	M3F	116	0:28:12	0:55:16	1:10:39	1:24:43	2:13:46
9861.	9791	FRMOUFARREJ CLARA		Femme	SEF	1570	0:32:02	1:01:43	1:17:59	1:33:46	2:13:46
9862.	5256	FRLACOME JEAN PAUL		Homme	M6H	56	0:31:15	1:01:38	1:18:23	1:34:16	2:13:47
9863.	10998	FRHACQUET EMMA		Femme	M2F	165	0:30:45	1:01:08	1:17:31	1:33:28	2:13:48
9864.	10801	FRLACOME MATHILDE		Femme	SEF	1571	0:31:16	1:01:37	1:18:23	1:34:16	2:13:48
9865.	10082	FRBEN HAJJI LEÏLA		Femme	M3F	117	0:32:17	1:01:58	1:18:24	1:34:09	2:13:49
9866.	12235	FRBAUDE CLARA		Femme	SEF	1572	0:31:21	1:02:00	1:18:44	1:34:35	2:13:49
9867.	9450	FRLACAN AXELLE		Femme	M1F	208	0:32:04	1:02:11	1:18:44	1:34:30	2:13:50
9868.	584	FRRASCLAS RÉMI		Homme	M5H	176	0:31:24	1:01:30	1:17:57	1:33:15	2:13:50
9869.	7220	FRMASUREL CHARLES		Homme	M0H	1027	0:31:18	1:00:17	1:16:16	1:31:35	2:13:50
9870.	12407	TNSIRINE GHANMI		Femme	SEF	1573	0:30:57	1:01:32	1:18:07	1:33:47	2:13:52
9871.	583	FRSITHIMONGKHOUN KHAOKEO		Homme	M5H	177	0:30:02	1:00:47	1:17:02	1:33:11	2:13:52
9872.	3491	MATOUZANI SAAD		Homme	M6H	57	0:31:26	1:01:08	1:17:17	1:32:48	2:13:54
9873.	10404	JOUAULT HUGUETTE	S/L AVIA CLUB ATHLETISME	Femme	M7F	1	0:30:55	1:01:26	1:18:37	1:34:23	2:13:55
9874.	10833	FRSTEIGER MORGANE		Femme	M1F	209	0:31:42	1:02:30	1:19:09	1:34:59	2:13:56
9875.	11371	FRLEGLUAIS ANNE SOPHIE		Femme	SEF	1574	0:33:02	1:02:59	1:18:43	1:34:20	2:13:56
9876.	12277	FRCINTRAT MARGO		Femme	SEF	1575	0:32:38	1:03:50	1:20:20	1:35:40	2:13:56
9877.	10279	FRBIANCHI SARAH		Femme	SEF	1576	0:32:20	1:02:44	1:19:39	1:35:13	2:13:57
9878.	11213	ILDELÉPINE CÉCILE		Femme	M2F	166	0:32:48	1:03:20	1:20:00	1:35:31	2:13:58
9879.	9159	FRLASCOU MONA		Femme	SEF	1577	0:30:46	0:59:52	1:15:37	1:31:16	2:14:00
9880.	4586	FRKEARNS WILLIAM		Homme	M5H	178	0:32:11	1:02:41	1:18:39	1:33:53	2:14:00
9881.	12281	MASABRI SARA		Femme	SEF	1578	0:30:27	1:00:49	1:18:08	1:34:36	2:14:01
9882.	587	FRLALANDE RICHARD		Homme	M8H	6	0:30:24	0:59:49	1:16:14	1:32:05	2:14:01
9883.	9174	FRFRERET PHILIPPINE		Femme	SEF	1579	0:32:45	1:03:46	1:20:19	1:36:00	2:14:01
9884.	5560	FRBUISSON DOMINIQUE		Homme	M4H	329	0:30:57	1:01:03	1:17:13	1:32:22	2:14:02
9885.	2946	FRERET PAUL-HENRI		Homme	M4H	330	0:33:29	1:03:45	1:20:19	1:35:59	2:14:02
9886.	9378	FRCARNOT CLAIRE		Femme	SEF	1580	0:31:50	1:00:54	1:17:05	1:33:03	2:14:04
9887.	6627	CODIAZ PAOLO		Homme	SEH	3478	0:33:04	1:04:17	1:20:48	1:36:31	2:14:04
9888.	11083	FRLANVIN LOUISE		Femme	SEF	1581	0:31:51	1:02:23	1:19:22	1:35:11	2:14:07
9889.	10846	FRGARNIER PAULINE		Femme	SEF	1582	0:31:29	1:01:09	1:17:29	1:33:21	2:14:07
9890.	9428	PTMENDONCA MARTA		Femme	M3F	118	0:31:09	0:59:57	1:14:51	1:29:24	2:14:08
9891.	10732	FRKOMBET ROMY		Femme	SEF	1583	0:31:25	1:03:12	1:20:42	1:36:16	2:14:09
9892.	11873	LBALCHAMMAS LINDA		Femme	SEF	1584	0:32:20	1:03:53	1:21:04	1:36:52	2:14:12
9893.	11850	FRANDALORO VALENTINE		Femme	SEF	1585	0:29:58	0:59:06	1:15:46	1:32:27	2:14:12
9894.	12424	FRHUMERY CYRIELLE		Femme	SEF	1586	0:31:34	1:00:57	1:17:45	1:33:39	2:14:15
9895.	5134	FRROSELLO LUDOVIC		Homme	M2H	639	0:32:27	1:01:56	1:18:10	1:33:51	2:14:15
9896.	7561	FRLE DORLOT SHAUN		Homme	SEH	3479	0:31:36	1:01:00	1:17:45	1:33:40	2:14:16
9897.	7562	FRVALGAIRE SÉBASTIEN		Homme	SEH	3480	0:31:36	1:01:01	1:17:46	1:33:41	2:14:16
9898.	3400	FRPILLON XAVIER		Homme	M4H	331	0:29:47	1:00:01	1:16:59	1:33:13	2:14:17
9899.	10670	FRCARABY LÉA		Femme	SEF	1587	0:32:48	1:03:18	1:20:11	1:36:00	2:14:17
9900.	9344	PLZMITROWICZ NATALIA		Femme	SEF	1588	0:33:04	1:04:17	1:20:46	1:36:31	2:14:17
9901.	1190	FRGERY ANTOINE		Homme	SEH	3481	0:29:51	0:59:15	1:16:24	1:32:28	2:14:18
9902.	2979	FRGARNIER HENRI		Homme	SEH	3482	0:32:36	1:04:04			2:14:20
9903.	10499	FRPIERUNEK CLÉMENCE		Femme	SEF	1589	0:29:34	0:59:21	1:16:33	1:33:34	2:14:21
9904.	11606	FRGARNIER HÉLÈNE		Femme	SEF	1590	0:32:35	1:04:04	1:20:30	1:36:08	2:14:21
9905.	6294	FRLEVERT SEBASTIEN		Homme	M0H	1028	0:33:23	1:04:02	1:20:13	1:35:45	2:14:22
9906.	4228	FRLEBEGUE ROMAIN		Homme	M1H	765	0:33:36	1:02:22	1:19:13	1:34:47	2:14:23
9907.	3781	FRATALLAH DANY		Homme	M4H	332	0:27:25	0:56:54	1:13:40	1:30:05	2:14:25
9908.	3200	FRKOUIDRI SMAÏNE		Homme	M5H	179	0:32:44	1:04:47	1:21:47	1:37:40	2:14:26
9909.	11194	FRLEFRANCOIS EMMA		Femme	SEF	1591	0:32:41	1:03:42	1:19:59	1:35:11	2:14:27
9910.	11193	FRTIBULLE LAURA		Femme	SEF	1592	0:32:43	1:03:42	1:20:00	1:35:13	2:14:28
9911.	12058	FRSGHERRI LEONORE		Femme	SEF	1593	0:31:16	1:01:05	1:17:43	1:33:55	2:14:28
9912.	12302	CHOQUET ELODIE		Femme	M1F	210		1:02:51	1:18:43	1:34:06	2:14:30
9913.	8422	FRDEVIANNE THEO		Homme	SEH	3483	0:31:12	1:00:32	1:16:21	1:32:32	2:14:30
9914.	8790	FRGALOBARDES MARIUS		Homme	ESH	222	0:31:42	1:00:13	1:17:22	1:32:55	2:14:32
9915.	8996	FRGIRON VÉRONIQUE	S/L C.O. DES ULIS	Femme	M5F	29	0:32:51	1:03:17	1:20:02	1:35:45	2:14:34
9916.	11302	FRGOSTIAUX MARIE-HÉLÈNE		Femme	M0F	247	0:32:07	1:02:49	1:19:49	1:35:22	2:14:34
9917.	5910	FRDEZERT MARINE		Femme	M0F	248	0:32:04	1:03:09	1:19:53	1:35:52	2:14:36
9918.	11107	FRDUSSERE CATHERINE		Femme	M5F	30	0:31:57	1:02:09	1:19:07	1:35:03	2:14:36
9919.	12462	FRLECLERC ELOISE		Femme	M1F	211	0:31:52	1:03:09	1:20:16	1:35:59	2:14:37
9920.	3665	FRGHANDI IBRAHIM		Homme	M0H	1029	0:32:03	1:01:03	1:17:04	1:32:41	2:14:37
9921.	11709	FRWESTERMANN ALEXIA		Femme	M1F	212	0:32:50	1:03:24	1:19:49	1:35:37	2:14:37
9922.	8194	WESTERMANN ADRIEN		Homme	M0H	1030	0:32:50	1:03:24	1:19:48	1:35:35	2:14:38
9923.	10850	PTREIS LIMA DA SILVA CRISTIANA		Femme	M1F	213	0:36:20	1:08:00	1:24:06	1:39:24	2:14:38
9924.	9850	FRMERCIER CAMILLE		Femme	SEF	1594	0:33:36	1:05:34	1:21:54	1:37:27	2:14:38
9925.	12388	PHBELEN NAIDA		Femme	M3F	119	0:29:58	1:00:27	1:17:29	1:33:56	2:14:40
9926.	12443	FRBOULOY JULIETTE		Femme	M0F	249	0:31:12	1:01:15	1:18:11	1:33:57	2:14:42
9927.	9904	FRMARTIN SANDRINE		Femme	M2F	167	0:31:07	1:02:01	1:19:22	1:35:14	2:14:42
9928.	10455	FRSOULET CATHERINE		Femme	M5F	31	0:32:20	1:03:24	1:19:48	1:35:24	2:14:42
9929.	4035	FRRETIERE MAXENCE		Homme	M0H	1031	0:31:14	1:01:14	1:18:10	1:33:53	2:14:43
9930.	4760	FRMORCANT PAUL		Homme	SEH	3484	0:29:41	0:58:40	1:15:31		2:14:43
9931.	9968	FRBRATEAU LUCIE		Femme	SEF	1595	0:32:15	1:03:21	1:20:11	1:35:56	2:14:43
9932.	10879	FRBARBAT PAULINE		Femme	ESF	56	0:29:07	1:01:19	1:18:00	1:33:40	2:14:44
9933.	3293	FRPLUVIAUX MARC		Homme	M4H	333	0:29:38	0:58:55	1:17:19	1:33:46	2:14:44
9934.	2054	FRJAWORSKA PATRICK		Homme	M3H	593	0:31:18	1:01:08	1:17:38	1:33:07	2:14:45
9935.	9821	FRALI TASSADIT		Femme	M1F	214	0:31:36	1:02:44	1:21:03	1:36:23	2:14:46
9936.	11494	FRFRAISSE MARGAUX		Femme	ESF	57	0:29:34	0:59:48	1:16:52	1:33:08	2:14:47
9937.	8447	FRALI MOHAMED		Homme	M1H	766	0:31:37	1:02:45	1:21:03	1:36:21	2:14:47
